,epoch,iteration,train_loss,test_loss,train_acc,test_acc
0,0.0,0.0,5478.5263671875,2374.60595703125,0.109375,0.2109375
1,0.0,50.0,138.2871551513672,144.0821533203125,0.8515625,0.8671875
2,0.0,100.0,73.79855346679688,128.42941284179688,0.8515625,0.875
3,0.0,150.0,64.83615112304688,103.48716735839844,0.890625,0.8515625
4,0.0,200.0,125.40852355957031,69.13284301757812,0.890625,0.8828125
5,0.0,250.0,136.89944458007812,26.633132934570312,0.9140625,0.8828125
6,0.0,300.0,73.70677947998047,212.3618927001953,0.8828125,0.9140625
7,0.0,350.0,132.5360870361328,49.57398223876953,0.875,0.921875
8,0.0,400.0,58.99244689941406,109.92315673828125,0.9140625,0.8828125
9,0.0,450.0,73.88761901855469,76.51805114746094,0.921875,0.859375
10,0.0,467.0,85.35785675048828,66.69691467285156,0.9140625,0.9453125
