,epoch,iteration,train_loss,test_loss,train_acc,test_acc
0,0.0,0.0,6035.1357421875,6414.04296875,0.140625,0.0703125
1,0.0,50.0,631.1891479492188,874.2877807617188,0.53125,0.453125
2,0.0,100.0,398.2035827636719,422.42205810546875,0.7109375,0.7109375
3,0.0,150.0,409.7955322265625,505.6831970214844,0.7734375,0.7265625
4,0.0,200.0,309.48211669921875,660.079345703125,0.71875,0.7109375
5,0.0,250.0,299.9005432128906,319.596435546875,0.7734375,0.75
6,0.0,300.0,361.5484313964844,334.79803466796875,0.8125,0.8359375
7,0.0,350.0,189.8599395751953,152.67860412597656,0.8984375,0.8671875
8,0.0,400.0,195.25120544433594,167.68479919433594,0.8359375,0.8828125
9,0.0,450.0,220.91946411132812,180.23721313476562,0.828125,0.8671875
10,0.0,467.0,263.5809326171875,271.38934326171875,0.8125,0.7890625
