,epoch,iteration,train_loss,test_loss,train_acc,test_acc
0,0.0,0.0,17441.41796875,11596.421875,0.09375,0.1015625
1,0.0,50.0,2404.514892578125,2508.787109375,0.1484375,0.15625
2,0.0,100.0,846.7716064453125,324.3065490722656,0.390625,0.453125
3,0.0,150.0,279.82305908203125,154.17108154296875,0.6015625,0.6328125
4,0.0,200.0,377.490478515625,163.19712829589844,0.6484375,0.65625
5,0.0,250.0,332.92535400390625,294.94927978515625,0.7421875,0.7109375
6,0.0,300.0,148.20437622070312,124.95336151123047,0.71875,0.6875
7,0.0,350.0,140.54278564453125,109.23970031738281,0.8046875,0.765625
8,0.0,400.0,99.21485137939453,111.49113464355469,0.828125,0.828125
9,0.0,450.0,141.98841857910156,169.10580444335938,0.734375,0.765625
10,0.0,467.0,107.74247741699219,136.13720703125,0.765625,0.75
