,epoch,iteration,train_loss,test_loss,train_acc,test_acc
0,0.0,0.0,3660.17578125,2139.533447265625,0.25,0.1796875
1,0.0,50.0,225.231689453125,112.96146392822266,0.7890625,0.8984375
2,0.0,100.0,134.37713623046875,119.27310180664062,0.84375,0.9140625
3,0.0,150.0,105.4735107421875,106.47359466552734,0.8515625,0.875
4,0.0,200.0,102.1499252319336,58.02631378173828,0.8984375,0.90625
5,0.0,250.0,113.8615951538086,78.19950866699219,0.9140625,0.8828125
6,0.0,300.0,317.03778076171875,116.46041870117188,0.875,0.8828125
7,0.0,350.0,45.03666687011719,45.55942153930664,0.8828125,0.8671875
8,0.0,400.0,69.00747680664062,43.379661560058594,0.890625,0.9140625
9,0.0,450.0,53.80231857299805,65.76493835449219,0.90625,0.8671875
10,0.0,467.0,54.65790939331055,63.5767822265625,0.921875,0.9375
