,epoch,iteration,train_loss,test_loss,train_acc,test_acc
0,0.0,0.0,68.6756820678711,70.39534759521484,0.1015625,0.0703125
1,0.0,50.0,44.57920837402344,41.941680908203125,0.5703125,0.609375
2,0.0,100.0,39.09385681152344,38.52180480957031,0.6171875,0.7265625
3,0.0,150.0,37.256534576416016,32.502132415771484,0.59375,0.7421875
4,0.0,200.0,30.282939910888672,31.023494720458984,0.78125,0.7109375
5,0.0,250.0,27.10419464111328,27.18548583984375,0.8125,0.859375
6,0.0,300.0,25.01441192626953,25.254600524902344,0.828125,0.890625
7,0.0,350.0,26.149063110351562,21.90182876586914,0.8359375,0.8828125
8,0.0,400.0,24.138126373291016,24.576231002807617,0.84375,0.8515625
9,0.0,450.0,19.267805099487305,22.695064544677734,0.90625,0.8828125
10,0.0,467.0,23.427566528320312,20.45416831970215,0.859375,0.90625
