,epoch,iteration,train_loss,test_loss,train_acc,test_acc
0,0.0,0.0,62.816917419433594,56.8709716796875,0.25,0.2421875
1,0.0,50.0,25.794553756713867,23.49778175354004,0.7578125,0.859375
2,0.0,100.0,14.252537727355957,15.700118064880371,0.8828125,0.859375
3,0.0,150.0,14.184585571289062,10.89459228515625,0.875,0.9296875
4,0.0,200.0,9.012853622436523,12.39376163482666,0.9296875,0.875
5,0.0,250.0,11.752147674560547,11.020464897155762,0.8984375,0.9140625
6,0.0,300.0,8.980091094970703,9.12027645111084,0.921875,0.90625
7,0.0,350.0,10.755911827087402,11.4366455078125,0.9140625,0.875
8,0.0,400.0,6.864048480987549,12.33657455444336,0.953125,0.9296875
9,0.0,450.0,7.3388991355896,8.226035118103027,0.9140625,0.921875
10,0.0,467.0,6.768471717834473,6.895913600921631,0.9375,0.9453125
