,epoch,iteration,train_loss,test_loss,train_acc,test_acc
0,0.0,0.0,67.29166412353516,61.33821487426758,0.1015625,0.0859375
1,0.0,50.0,33.44255828857422,31.23200035095215,0.8203125,0.890625
2,0.0,100.0,19.798067092895508,15.94749927520752,0.8515625,0.9453125
3,0.0,150.0,13.877114295959473,17.693096160888672,0.890625,0.84375
4,0.0,200.0,13.244951248168945,11.75060749053955,0.90625,0.921875
5,0.0,250.0,12.25632095336914,11.175854682922363,0.9375,0.90625
6,0.0,300.0,15.382854461669922,10.787287712097168,0.859375,0.9140625
7,0.0,350.0,7.601535320281982,9.858804702758789,0.9453125,0.921875
8,0.0,400.0,9.11684799194336,9.889598846435547,0.9296875,0.921875
9,0.0,450.0,11.358049392700195,7.78972864151001,0.90625,0.9375
10,0.0,467.0,10.180928230285645,10.081925392150879,0.890625,0.9140625
