,epoch,iteration,train_loss,test_loss,train_acc,test_acc
0,0.0,0.0,4622.22607421875,4005.865234375,0.1328125,0.140625
1,0.0,50.0,266.603759765625,232.629150390625,0.65625,0.6484375
2,0.0,100.0,400.2528076171875,116.42774963378906,0.6484375,0.796875
3,0.0,150.0,74.41012573242188,135.9853057861328,0.828125,0.859375
4,0.0,200.0,154.34197998046875,223.89407348632812,0.796875,0.828125
5,0.0,250.0,125.45034790039062,63.10544967651367,0.875,0.84375
6,0.0,300.0,65.58921813964844,30.587011337280273,0.9375,0.875
7,0.0,350.0,303.91552734375,293.0401306152344,0.84375,0.8046875
8,0.0,400.0,93.48020935058594,114.54568481445312,0.90625,0.8203125
9,0.0,450.0,247.2061767578125,241.36265563964844,0.8671875,0.8671875
10,0.0,467.0,84.2068099975586,254.55874633789062,0.9296875,0.859375
