,epoch,iteration,train_loss,test_loss,train_acc,test_acc
0,0.0,0.0,64.2388916015625,63.57612228393555,0.140625,0.140625
1,0.0,50.0,42.816593170166016,42.470619201660156,0.6484375,0.5390625
2,0.0,100.0,30.904123306274414,28.797847747802734,0.7890625,0.8046875
3,0.0,150.0,26.125717163085938,24.058544158935547,0.8359375,0.890625
4,0.0,200.0,21.120595932006836,20.76132583618164,0.8984375,0.828125
5,0.0,250.0,16.517351150512695,17.66218376159668,0.8828125,0.8828125
6,0.0,300.0,17.539026260375977,16.360637664794922,0.8984375,0.8515625
7,0.0,350.0,16.064369201660156,18.105619430541992,0.890625,0.859375
8,0.0,400.0,12.83186149597168,11.917400360107422,0.9296875,0.8828125
9,0.0,450.0,13.725518226623535,13.102706909179688,0.8984375,0.875
10,0.0,467.0,15.882355690002441,11.91627311706543,0.9140625,0.8984375
