,epoch,iteration,train_loss,test_loss,train_acc,test_acc
0,0.0,0.0,57.45587921142578,57.53596115112305,0.078125,0.09375
1,0.0,50.0,57.202972412109375,57.03019332885742,0.1015625,0.078125
2,0.0,100.0,55.47184753417969,55.46484375,0.0546875,0.09375
3,0.0,150.0,52.754051208496094,52.5475959777832,0.109375,0.1328125
4,0.0,200.0,49.82169723510742,50.834590911865234,0.2265625,0.140625
5,0.0,250.0,47.19961929321289,47.386558532714844,0.3515625,0.40625
6,0.0,300.0,44.715675354003906,45.31517791748047,0.546875,0.546875
7,0.0,350.0,43.558929443359375,42.85182571411133,0.6640625,0.6953125
8,0.0,400.0,42.95741271972656,42.770233154296875,0.65625,0.640625
9,0.0,450.0,40.73369598388672,41.51576232910156,0.7421875,0.65625
10,0.0,467.0,41.06808090209961,40.13738250732422,0.6015625,0.6953125
