,epoch,iteration,train_loss,test_loss,train_acc,test_acc
0,0.0,0.0,3834.1220703125,2576.29638671875,0.15625,0.0703125
1,0.0,50.0,114.81983184814453,95.71537017822266,0.75,0.796875
2,0.0,100.0,58.59355163574219,79.10765838623047,0.828125,0.84375
3,0.0,150.0,72.3267822265625,170.5123291015625,0.828125,0.8671875
4,0.0,200.0,103.99407196044922,46.42096710205078,0.8671875,0.890625
5,0.0,250.0,34.77442932128906,94.059814453125,0.921875,0.8515625
6,0.0,300.0,119.81523132324219,44.56957244873047,0.8984375,0.921875
7,0.0,350.0,69.41577911376953,63.79136276245117,0.8984375,0.9140625
8,0.0,400.0,167.48614501953125,58.34117126464844,0.921875,0.9296875
9,0.0,450.0,47.2558479309082,51.31764221191406,0.875,0.8984375
10,0.0,467.0,84.33011627197266,75.69123840332031,0.9140625,0.890625
