,epoch,iteration,train_loss,test_loss,train_acc,test_acc
0,0.0,0.0,8373.119140625,6588.4443359375,0.0625,0.046875
1,0.0,50.0,379.95892333984375,433.705810546875,0.671875,0.6640625
2,0.0,100.0,168.18405151367188,556.5960693359375,0.8359375,0.828125
3,0.0,150.0,204.2193603515625,195.02630615234375,0.890625,0.8125
4,0.0,200.0,305.0251770019531,351.51043701171875,0.859375,0.8359375
5,0.0,250.0,210.05752563476562,167.2499237060547,0.8515625,0.84375
6,0.0,300.0,372.6993713378906,117.65330505371094,0.859375,0.8828125
7,0.0,350.0,186.2628936767578,284.3826904296875,0.890625,0.8984375
8,0.0,400.0,162.45327758789062,246.92916870117188,0.9140625,0.90625
9,0.0,450.0,147.10496520996094,279.15972900390625,0.8828125,0.859375
10,0.0,467.0,103.08023071289062,137.396728515625,0.9296875,0.9140625
