,epoch,iteration,train_loss,test_loss,train_acc,test_acc
0,0.0,0.0,7251.7666015625,5618.92138671875,0.1328125,0.2109375
1,0.0,50.0,811.8372192382812,968.865234375,0.5390625,0.4453125
2,0.0,100.0,521.0370483398438,356.94769287109375,0.515625,0.4921875
3,0.0,150.0,325.0557556152344,334.54736328125,0.6640625,0.5546875
4,0.0,200.0,497.1921081542969,434.36224365234375,0.5703125,0.578125
5,0.0,250.0,412.11492919921875,347.9736328125,0.6953125,0.6796875
6,0.0,300.0,489.98974609375,393.31805419921875,0.6328125,0.6328125
7,0.0,350.0,379.2703857421875,549.1749877929688,0.7265625,0.7265625
8,0.0,400.0,127.15184020996094,381.3062438964844,0.6953125,0.703125
9,0.0,450.0,159.77780151367188,211.415771484375,0.6953125,0.6796875
10,0.0,467.0,235.98153686523438,294.2145080566406,0.7265625,0.7421875
