,epoch,iteration,train_loss,test_loss,train_acc,test_acc
0,0.0,0.0,9173.333984375,5971.23779296875,0.0390625,0.0859375
1,0.0,50.0,224.22930908203125,238.98233032226562,0.828125,0.8203125
2,0.0,100.0,170.70751953125,128.43405151367188,0.859375,0.8828125
3,0.0,150.0,186.86900329589844,128.32640075683594,0.875,0.8828125
4,0.0,200.0,90.67486572265625,109.99665832519531,0.9140625,0.9140625
5,0.0,250.0,78.24359893798828,140.520263671875,0.8984375,0.8671875
6,0.0,300.0,53.77039337158203,166.137451171875,0.90625,0.890625
7,0.0,350.0,37.678043365478516,134.96194458007812,0.8984375,0.875
8,0.0,400.0,110.44052124023438,79.68391418457031,0.9140625,0.8984375
9,0.0,450.0,79.72726440429688,57.78013610839844,0.9375,0.9296875
10,0.0,467.0,87.36365509033203,36.94212341308594,0.90625,0.9296875
