,epoch,iteration,train_loss,test_loss,train_acc,test_acc
0,0.0,0.0,5264.24658203125,2273.66748046875,0.1015625,0.1171875
1,0.0,50.0,71.71739196777344,148.11732482910156,0.734375,0.78125
2,0.0,100.0,157.77195739746094,75.25993347167969,0.8359375,0.8359375
3,0.0,150.0,107.90544128417969,82.00850677490234,0.859375,0.875
4,0.0,200.0,47.229732513427734,96.307861328125,0.90625,0.859375
5,0.0,250.0,50.67646408081055,22.955638885498047,0.890625,0.921875
6,0.0,300.0,98.39794921875,67.83051300048828,0.8203125,0.890625
7,0.0,350.0,42.617698669433594,110.02625274658203,0.8984375,0.875
8,0.0,400.0,82.3858642578125,93.37934875488281,0.9140625,0.8671875
9,0.0,450.0,32.94028091430664,22.788118362426758,0.8984375,0.9140625
10,0.0,467.0,155.7820281982422,31.739595413208008,0.8515625,0.9140625
