,epoch,iteration,train_loss,test_loss,train_acc,test_acc
0,0.0,0.0,57.76564407348633,57.54937744140625,0.0390625,0.1328125
1,0.0,50.0,57.209808349609375,57.261558532714844,0.078125,0.09375
2,0.0,100.0,56.065399169921875,56.02710723876953,0.09375,0.09375
3,0.0,150.0,54.43702697753906,54.398067474365234,0.0625,0.1015625
4,0.0,200.0,52.47576141357422,51.87643051147461,0.0859375,0.140625
5,0.0,250.0,49.88013458251953,50.322654724121094,0.1953125,0.1875
6,0.0,300.0,48.1131477355957,48.09247970581055,0.296875,0.2890625
7,0.0,350.0,47.35837936401367,45.26481628417969,0.3125,0.4609375
8,0.0,400.0,44.80475616455078,44.69209289550781,0.5078125,0.484375
9,0.0,450.0,43.562435150146484,42.73633575439453,0.578125,0.6484375
10,0.0,467.0,42.357948303222656,43.15172576904297,0.6328125,0.59375
