,epoch,iteration,train_loss,test_loss,train_acc,test_acc
0,0.0,0.0,57.678321838378906,57.826595306396484,0.1171875,0.03125
1,0.0,50.0,57.246490478515625,57.16255569458008,0.1484375,0.109375
2,0.0,100.0,56.11172103881836,56.49844741821289,0.140625,0.125
3,0.0,150.0,55.19430923461914,54.89215850830078,0.1015625,0.0703125
4,0.0,200.0,53.559207916259766,52.58545684814453,0.125,0.1171875
5,0.0,250.0,51.95077133178711,51.66864013671875,0.109375,0.078125
6,0.0,300.0,49.538665771484375,49.984825134277344,0.171875,0.1328125
7,0.0,350.0,48.086631774902344,47.095848083496094,0.265625,0.2734375
8,0.0,400.0,46.33042526245117,47.15760040283203,0.375,0.2578125
9,0.0,450.0,44.47053527832031,45.362945556640625,0.4296875,0.28125
10,0.0,467.0,44.4547119140625,45.12165832519531,0.375,0.421875
