,epoch,iteration,train_loss,test_loss,train_acc,test_acc
0,0.0,0.0,10369.744140625,8543.595703125,0.1171875,0.109375
1,0.0,50.0,3792.049072265625,2591.471435546875,0.2265625,0.2734375
2,0.0,100.0,2539.8037109375,3193.986328125,0.2421875,0.328125
3,0.0,150.0,2075.399169921875,1832.2490234375,0.328125,0.3359375
4,0.0,200.0,1806.984375,1420.294921875,0.4140625,0.421875
5,0.0,250.0,901.5411987304688,900.5430908203125,0.4453125,0.5078125
6,0.0,300.0,385.20550537109375,575.4503784179688,0.5625,0.578125
7,0.0,350.0,359.3673095703125,286.7939453125,0.6875,0.609375
8,0.0,400.0,296.9416809082031,383.1719970703125,0.625,0.703125
9,0.0,450.0,342.5914001464844,375.66796875,0.640625,0.671875
10,0.0,467.0,293.32257080078125,205.08155822753906,0.6484375,0.625
