,epoch,iteration,train_loss,test_loss,train_acc,test_acc
0,0.0,0.0,12781.5537109375,10805.677734375,0.0703125,0.1171875
1,0.0,50.0,1123.3824462890625,1608.5892333984375,0.40625,0.375
2,0.0,100.0,244.86520385742188,346.2366943359375,0.53125,0.5078125
3,0.0,150.0,129.11868286132812,96.76123809814453,0.6015625,0.6875
4,0.0,200.0,335.4157409667969,144.82505798339844,0.7109375,0.734375
5,0.0,250.0,149.63429260253906,82.78203582763672,0.8515625,0.84375
6,0.0,300.0,88.96543884277344,66.32189178466797,0.8984375,0.8125
7,0.0,350.0,75.03302764892578,235.7074432373047,0.8359375,0.859375
8,0.0,400.0,75.17648315429688,69.32708740234375,0.890625,0.875
9,0.0,450.0,39.296993255615234,36.901973724365234,0.8984375,0.921875
10,0.0,467.0,112.63347625732422,78.07270050048828,0.859375,0.8671875
