,epoch,iteration,train_loss,test_loss,train_acc,test_acc
0,0.0,0.0,59.33014678955078,56.34678268432617,0.234375,0.1640625
1,0.0,50.0,23.915300369262695,20.89706802368164,0.8203125,0.875
2,0.0,100.0,13.36619758605957,16.83542823791504,0.90625,0.8515625
3,0.0,150.0,11.182123184204102,12.278803825378418,0.9140625,0.890625
4,0.0,200.0,16.194971084594727,9.629717826843262,0.8125,0.9296875
5,0.0,250.0,11.289803504943848,17.005207061767578,0.9140625,0.90625
6,0.0,300.0,7.411025524139404,10.180374145507812,0.9453125,0.921875
7,0.0,350.0,6.242351531982422,11.377484321594238,0.9609375,0.8984375
8,0.0,400.0,7.996694564819336,6.427496433258057,0.953125,0.9453125
9,0.0,450.0,6.899696350097656,8.454582214355469,0.9296875,0.9140625
10,0.0,467.0,8.627131462097168,10.184286117553711,0.921875,0.9140625
